index,film_name,source,content
1126,The Christmas Chronicles 2 ,https://en.wikipedia.org/wiki/The_Christmas_Chronicles_2,"""Two years have passed since the events of the last film. Kate Pierce (Darby Camp) is now a cynical 13 year old who is unhappy spending a family Christmas in CancÃºn, Mexico with her mom Claire (Kimberly Williams-Paisley), her brother Teddy (Judah Lewis), her mom's new boyfriend Bob Booker (Tyrese Gibson), and his son Jack (Jahzir Bruno). She wants to be back home where it's snowing and more like a real Christmas. Kate decides to run away and get an early flight back home to Boston. She catches a shuttle that Jack sneaks on to. They are unexpectedly transported to the North Pole by the driver Belsnickel (Julian Dennison), a nefarious Christmas elf. Kate and Jack are discovered and saved by Santa Claus (Kurt Russell) who brings them back to his house and Mrs. Claus (Goldie Hawn). The Clauses give the kids a grand tour of their village and all it has to offer. The four of them go back to the house for dinner. Jack and Kate go to bed as Belsnickel and his follower Speck (Debi Derryberry) begin an attempt to destroy the village. Mrs. Claus tells the kids the origin story of Santa in Turkey and how he saved the elves from extinction, and received the Star of Bethlehem, a magical artifact that stops time in and provides power to Santa's Village. The Claus' adopted Belsnickel. As he grew up and they had less time for him, he became naughty, causing him to be transformed into a human as a curse, and ran away. Belsnickel releases Jola, a yule cat, into the reindeer pen, injuring Dasher. Belsnickel releases a potion into the village that causes the elves to go insane. He steals the Star of Bethlehem on top of the village's Christmas tree. Santa and the others confront him. Santa attempts to take the star back and in the struggle between him and Belsnickel, it is accidentally destroyed, causing the power to go out in the village. The maddened elves start a snowball fight that gives Belsnickel time to escape. Santa and Kate leave for Turkey in order to get the forest elves led by Hakan to build a new star. Jack leaves to get a root to cure the crazed elves while Mrs. Claus stays behind to tend to Dasher. Kate and Santa find the elves as Hakan (Malcolm McDowell) leads them into building a casing for a new star and Santa captures the power of the Star of Bethlehem inside it. While flying back to the village, Belsnickel catches up to them on a sleigh pulled by his jackalotes (a hybrid of a jackal and a coyote) which he created, steals the star so he can stop himself from aging long enough to figure out how to replace Santa, and transports them back to 1990 Boston via a time-travel device he planted on Santa's sleigh. Jack finds the root and brings it back to Mrs Claus. Kate attempts to buy AAA batteries for Belsnickel's time travel device, which she and Santa now possess, at the Boston airport to transport her and Santa back to the future. However, she is detained by an airport security member (Patrick Gallagher) due to an apparent counterfeit (the money was marked 2020). Kate is taken to a locked security room with kids who have lost their parents. When Kate becomes upset about her wrongdoings at Cancun, another kid named Doug (Sunny Suljic) comforts Kate and helps her escape the room. After Kate joins Santa, she realizes Doug Pierce is her late father. With help from a worker named Grace (Darlene Love), Santa gets everybody singing a Christmas song as the weather clears up. With Christmas spirit high enough for the sleigh to fly, Santa puts the batteries in and they transport back and recover the star. Mrs. Claus makes the root into a powder. Jack fights his way to the snow cannons, places the powder inside, and shoots it onto the elves, curing them. Santa and Kate race back to the village evading Belsnickel as he chases them. Mrs. Claus throws an explosive gingerbread cookie in between both sleighs before they can collide in a game of chicken. Dasher recovers and assists Santa in defeating Jola, the latter hurling the yule cat out of the village. Kate places the star on top of the tree, restoring power to the village. Santa gives Belsnickel the first toy that they built together, and Belsnickel reconciles with them, transforming back into an elf. Santa flies Kate and Jack back to CancÃºn where they inform an excited Teddy about their adventure and Kate becomes more accepting of Bob. At the end of the day, Kate, her Mom, and Teddy, along with Bob and Jack sing """"O' Christmas Tree"""" as Santa, Mrs. Claus, Belsnickel, and the elves sing the same song in the North Pole."""
1127,Dolittle,https://en.wikipedia.org/wiki/Dolittle_(film),"In Victorian era Britain, Dr. John Dolittle is a Welsh veterinarian with the ability to communicate with animals. After his wife, Lily, dies at sea, Dolittle retreats from human society and only tends to animals. Years later, a boy, Tommy Stubbins, accidentally wounds Kevin the red squirrel and is guided to Dolittle's help by Polynesia, a macaw. Queen Victoria dispatches Lady Rose to summon Dolittle to help cure her of a deadly illness. He refuses until Poly persuades him that he must begin to reconnect with fellow humans.  He finds the Queen has been poisoned by nightshade and the only cure is the magical fruit of Eden. Though they will need to obtain the location from Lily's journal on Monteverde, Poly, Betsy the giraffe, and Tutu the fox help Tommy escape from his home, and he joins Dolittle's crew including Kevin, Capuchin monkeys Elliot and Elsie, Chee-Chee the gorilla, Yoshi the polar bear, Plimpton the ostrich, Dab-Dab the duck, and Mini the sugar glider. They put to sail for the cure while evading Dolittle's lifelong rival Dr. Blair MÃ¼dfly. Dolittle leaves his lurcher Jip and a stick insect named Styx behind to guard the Queen while he's traveling. Dolittle's boat is attacked by MÃ¼dfly, and they escape by harnessing a humpback whale, who pulls the boat to safety. They continue to Monteverde where, attempting to steal Lily's directions to the fruit tree, Dolittle is apprehended by Lily's father King Rassouli, and is locked in a cage with Barry, a moody tiger looking for his mother's approval. Just as Dolittle is to be killed, a newly-courageous Chee-Chee incapacitates Barry. Dolittle and Tommy escape, but lose Lily's journal to MÃ¼dfly and have their ship destroyed. Rassouli loans Dolittle a boat to honor his daughter. Trailing MÃ¼dfly, Dolittle and company meet Ginko-Who-Soars, a dragon who guards the cure tree. Ginko attacks, causing MÃ¼dfly to fall down a hole, but soon collapses from internal pain. Dolittle diagnoses and cures the dragon, who gratefully shows Dolittle the tree. Dolittle returns in time to heal the queen. Styx reveals that Lord Thomas Badgley, one of the Queen's chairmen, poisoned her in order to take the crown for himself, and it was he who ordered MÃ¼dfly to foil Dolittle's quest. The Queen has him arrested for treason, and thanks Dolittle for saving her. Dolittle takes on Tommy as his apprentice and re-opens his sanctuary."
1128,Love and Monsters,https://en.wikipedia.org/wiki/Love_and_Monsters_(film),"""The destruction of an asteroid headed for Earth releases chemical fallout, causing cold-blooded animals to mutate into large monsters and kill off most of humanity. During the evacuation of Fairfield, Joel Dawson is separated from his girlfriend Aimee but promises to find her, shortly before his parents are killed. Seven years later, Joel lives in one of many bunkers underground called """"colonies"""", where all survivors but he have romantically paired up with each other while fighting monsters and seeking supplies. Joel instead is left behind in the kitchen, as he freezes in dangerous situations. When a giant ant breaches his colony, killing Connor, Joel sets off on a quest to reunite with Aimee so he doesn't end up alone. Passing through the suburbs, Joel is attacked by a giant toad-monster but is saved by a stray dog named """"Boy"""", who follows Joel on his journey, warning him against poisonous berries and other dangers. Joel falls into a nest of worm-monsters called """"Sand-Gobblers"""", when two survivors, Clyde Dutton and Minnow, rescue him. They are heading north to the mountains, where fewer monsters live due to the colder weather and higher elevation. They teach Joel some basic survival skills, and that not all monsters are hostile, demonstrating how """"You can always tell in their eyes"""". They invite Joel to join them, but he insists he must find Aimee. As they part ways, Clyde gives Joel a grenade. Continuing west, Boy becomes trapped by a giant centipede-monster. Joel freezes, but eventually saves Boy with his crossbow. Sheltering in an abandoned motel, they meet a robot named Mav1s. Before her battery dies, Mav1s powers his radio long enough to briefly contact Aimee. Other survivors have reached her colony, promising to lead them to safety. The next day Joel and Boy are attacked by a queen Sand-Gobbler. They hide, but Boy barks, giving away their position. Joel kills the queen with the grenade. He yells at Boy for putting them in danger, causing Boy to run away. After swimming across a pond, Joel is covered in poisonous leeches and hallucinates, but is rescued before he collapses. Joel wakes to finally see Aimee. She leads a beach colony of elderly survivors who depend on her. He is introduced to the survivors, Cap, and his crew. As everyone celebrates their imminent departure, Aimee confesses she is glad to see Joel, but has become a different person and is still mourning someone. Joel decides to return to his colony, contacting them on the radio and learning that it has become unsafe and that they too must leave. Cap sends Joel some berries, which he recognizes as poisonous. Realizing Cap is not to be trusted, he rushes to warn Aimee but is knocked unconscious. Joel, Aimee, and the rest of her colony awaken tied-up on the beach. Cap reveals that his group is there to steal supplies and that their yacht is towed by a crab-monster controlled with an electrified chain. Cap sets the crab to feed on the colonists, but Joel and Aimee escape and are able to fight for their lives, and Boy returns to help. Joel has the opportunity to kill the crab, but he realizes it is not hostile by looking into its eyes, and shoots the electrified chain, freeing it. The crab leaves Joel unharmed and instead kills Cap and his crew, sinking the yacht in the process. Joel recommends Aimee and her colony head north. They share a romantic goodbye kiss, and Aimee promises she will find him. Joel treks all the way back to his colony, and they too decide to head to the mountains. On the radio, Joel inspires other colonies to take to the surface. As everyone heads north, Clyde and Minnow, already in the mountains, wonder if Joel will survive the next journey."""
1129,The Old Guard,https://en.wikipedia.org/wiki/The_Old_Guard_(2020_film),"""Andromache of Scythia (""""Andy""""), Booker, Joe, and Nicky are centuries-old warriors with unexplained regenerative healing abilities who use their vast experience to work as mercenaries, taking missions that help people. Breaking their rule of never working for the same employers twice, they accept a job from former CIA operative James Copley to rescue a group of kidnapped girls in South Sudan. During the mission, which proves to be a ruse, they are ambushed and killed. After quickly recovering and killing their attackers, they realize that Copley set them up and remotely filmed their regeneration. Meanwhile, in Afghanistan, U.S. Marine Nile Freeman has her throat slit while taking down a military target during a house search, only to recover without a scratch. Later, she shares a disturbing dream with the other immortals, who are then alerted to her existence, as they experience dreams of any new immortals until found. Andy tracks down a confused Nile and extracts her from Afghanistan before military personnel can transfer her for further testing. Copley shows the video of the ambush to pharmaceutical executive Steven Merrick, who sends operatives to capture the team. Andy brings Nile to a safe house in France, where she meets the rest of their team. The group shares some of their past and reveal that they are not truly immortal: their ability to heal eventually stops, without warning, which happened to a previous immortal, Lykon. She is also told about the female immortal Quynh, the first of Andy's comrades, who was captured, accused of witchcraft, and lost to them when cast somewhere into the sea in an iron maiden, and has been continually drowning ever since. The group is ambushed by Merrick's forces; Joe and Nicky are captured while a seemingly deceased Booker is left behind. While Booker regenerates, Andy kills all of their assailants but is wounded and realizes she is not healing. Booker locates Copley, while Nile separates from the group to reunite with her family. Andy and Booker confront Copley, only for Booker to betray Andy and shoot her, arguing that Merrick might find a way to end the immortality they have both grown weary of. As they are captured, however, Booker realizes that Andy is not healing. Copley has a change of heart when he sees that Merrick is willing to torture the immortals indefinitely to study them. Nile, having realized Booker sold out the group, arrives too late to intervene, but she convinces Copley to assist her in a rescue mission. She storms Merrick's London office and after she frees the rest of the immortals, they fight their way out through the rest of Merrick's security, with Nile saving Andy from Merrick by grabbing him and jumping out of a window, killing him. As punishment for his betrayal, the group sentence Booker to loneliness - forbidding Booker from contacting them for 100 years. The rest of the group meets with Copley, who explains how his research revealed their past missions had a greater effect than they ever knew, with the descendants of people they had rescued going on to help the world in many different ways. With renewed faith in their existence, the group tasks Copley with maintaining their secret and finding missions where they can have an effect. Six months later in Paris, a depressed and drunken Booker is astonished to find Quynh in his apartment."""
1130,Operation Christmas Drop,https://en.wikipedia.org/wiki/Operation_Christmas_Drop_(film),"Erica is a congressional assistant in Washington, DC.  She is tasked with investigating a US Air Force base in Guam with the intention of finding a reason to recommend its closure.  Andrew is an Air Force captain, and he is chosen to show her around the USAF base and convince her that it should remain open. The base has a yearly tradition of airlifting goods to the small islands of Micronesia for Christmas.  Andrew shows Erica around the base and various islands and demonstrates that the tradition is worthwhile and the base should not be closed.  Romance between Erica and Andrew blooms during these events."
1131,Rogue,https://en.wikipedia.org/wiki/Rogue_(2020_film),"""Within the grasslands of East Africa, a mercenary named Samantha """"Sam"""" O'Hara is leading an operation with a team of multinational mercenaries which includes the loyal Elijah, the outgoing Joey and Bo, the confrontational Mike Barasa, and the Masaai and former jihadist Pata. They are dispatched on a rescue mission to retrieve Asilia Wilson, the teenage daughter of a governor who was abducted for ransom purposes alongside her two schoolmates Chloe and Tessa by Zalaam, the leader of a terrorist cell affiliated with al-Shabaab. Going against the original plan, Sam decides to free the other two girls as well. Nonetheless, the mission is successful, although the extraction helicopter gets shot down by an RPG. While pursued across the plains by Zalaam's militia, a violent gunfight ensues atop the cliffs in which several mercenaries are killed, forcing the survivors to escape by leaping into the river below, losing most of their equipment and their satphone. After regrouping on the shoreline, Chloe is killed by a crocodile and Sam urges the group to press on in order to reach a way to call their employers to arrange a new extraction. While traveling, the team comes across an abandoned game farm that belonged to poachers who specialized in trafficking wild animals for the exotic pet trade and their body parts for traditional medicine. At nightfall, the group find themselves stalked through the ranch by a lone lioness who had slaughtered the previous occupants after escaping from her cage. Elijah is the first to be killed, while Bo is seriously injured. Sam and Joey manage to find and power the farm's generator and call for the extraction, but Barasa is also mauled to death by the lioness while helping them avoid her. The group is told to wait until dawn for a new helicopter. Pata warns them that Zalaam is not going to let Asilia escape that easily because of the power that she represents over her father. Pata also admits his jihadist past, much to Tessa's shock, and recounts how the terrorists murdered his family and children in retaliation after he left the militant group. Joey is attacked by the lioness, but the arrival of the terrorists scares her away. During the ensuing battle, Sam and Pata manage to kill most of the fighters. Asilia finds the courage to fight back and kills one of them, while Pata confronts Zalaam's second-in-command Masakh, the man who executed his family. With Sam's help, he manages to get his vengeance. Pata is too wounded to keep going and is finished off by the terrorists. Both too injured to fight, Joey and Bo witness the lioness coming back and assaulting Zalaam's men. Bo then dies from his injuries with Joey by his side. Zalaam captures Tessa, but Sam convinces him to trade her life for Asilia, luring him into the barn where the lioness is waiting. Meanwhile, Joey finds a couple of lion cubs in another building. The lioness mauls Zalaam to death and then turns to face Sam. She spares Sam after hearing the cubs meowing outside. As the dawn breaks, Sam, Joey and the two girls walk towards the helicopter that's coming to extract them as the lions leave. A post-script stating that this film is fictional addresses the illegal lion farms and how they must be stopped."""
1132,The Silver Skates,https://en.wikipedia.org/wiki/The_Silver_Skates_(film),""" This plot summary may be a hook or written as if for a listings magazine. Please help improve it by ensuring it covers the whole story, however briefly, and in an encyclopedic style. (December 2020) (Learn how and when to remove this template message) On Christmas Eve, 1899, Imperial Saint Petersburg's frozen rivers and canals transform the capital city into a fairytale-like wonderland, with bustling festivities on the ice.  Pure-hearted 18-year-old Matvey Polyakov is an ice-skating courier of a local bakery, renowned for his speed. He is the fastest thanks to the special silver skates inherited from his father, a lamplighter. The tsarist minister Nikolai Vyazemsky's daughter Alisa Vyazemskaya is interested in chemistry and the world of science, but is forced to hide her hobbies from her father, who, like many Russian aristocrats of that time, believes that a woman doesnâ€™t need a higher education at all. A few days before the dawn of the 20th century, Matvey loses his job as a deliveryman, because he could not deliver the order on time, as the street enroute was blocked for the Vyazemskys driving along it. At the same time, he discovers that his father has consumption. At the hospital the doctor tells Matvey that there is a chance of a costly cure for his father in Germany. By chance, Matvey meets a group of pickpockets led by """"Alex"""" named the Ice Gang, all of whom are fascinated by Marx's ideas about expropriation. Although struggling financially and unable to afford his father's treatment, Matvey trains with the Ice Gang to learn how to pickpocket in order to pay for his father's treatment. The gang challenges Matvey to steal into the Vyazemsky mansion.Matvey climbs onto Alisa's balcony where they accidentally stumble upon each other.  After some time, Matvey steals two invitations to a ball on ice in the courtyard of the Saint Michael's Castle, where he goes with Alex, posing as aristocrats. Alisa, as an aristocrat, is also there; she is introduced at the ball to the captain of the guard, Count Arkady Trubetskoy, her betrothed. Alisa and Matvey meet again and make a deal: Alisa won't reveal Matvey's disguise, but he must give permission for Alisa to enter the Bestuzhev Courses as a student: according to the law of the time, this requires the consent of a male companion or her father. Although Dmitri Mendeleev himself endorses Alisa's candidacy at the entrance exam, the idea fails, because the consent must be submitted in writing, and Matvey cannot write. Matvey's father rejects the money because of the dishonest way his son got it. Matvey quarrels with him and goes to live with Alex, who, together with his gang for the winter, huddles in the wreck of an old ship frozen into the ice on the coast of the Gulf of Finland.  On Christmas, Matvey, using the fact that Alisa's parents are at the ball, persuades her to go on a date with him. The two of them skate along the canals and finally realize that they are in love with each other. The next day, Alex's gang at the fair is attacked by a specially trained squad of guards led by the Count, as the Ice Gang's actions have long attracted the attention of the city authorities.One guard manages to grab one of its members, while Matvey begins to pursue the Count, but Alex comes to his aid, who shoots the Count's leg with a pistol. Matvey decides to return home, where he finds his father has died.  On the same evening, Alisa appears at the performance of the French magician Fourier, who performs a trick with flames and tells the audience that the flames come from the """"energy between Arkady and Alisa"""". Alisa considers this a stupid farce and explains Fourier's trick to the public. Her enraged father searches her room, and finds her scientific books. They are burned, and Alisa's governess, the prim Englishwoman Miss Jackson, is fired. Miss Jackson decides that Alisa has inspired her to choose what she truly wants in life and not what other wants, and encourages Alisa to make those decisions as well even if they are difficult. Alisa runs away from home to try to escape to Paris, where she can study chemistry freely. She finds Matvey on the ship and asks him to come with her. But then, the ship is surrounded by the Prince and his soldiers, and a confrontation between them the Ice Gang, whose members have been captured by the Prince, begins. Alex sacrifices his life to save Matvey, who nearly dies of hypothermia before being taken to a hospital.  New Year is coming. Alisa, who was returned home, is mentally broken. She learns that her father gave full consent to her marriage with Prince Arkady Trubetskoy. On the occasion of the New Year, Nikolai brings her to a masquerade ball at the Great Gatchina Palace. Unexpectedly, she meets Matvey in disguise, and they decide to finally escape to Paris together, using the two tickets Matvey acquired. But Matvey dropped one of the tickets, and the Prince, finding the ticket, realizes their plan and chases after them.At the Vitebsky railway station, discovering the missing ticket, Matvey persuades Alisa to get on the train, and he himself runs to the ticket offices to buy a new one, but then the Prince appears on the platform with the missing ticket. In the ensuing fight, Matvey manages to take away the ticket and he manages to jump onto the train, but Arkady manages to finally shoot him. The bullet hits the silver skates instead, and Matvey and Alisa  make it to Paris. Four years later, Nikolai Vyazemsky comes to Dmitri Mendeleev and tells him he knows that he is in secret correspondence with his daughter. The proud Mendeleev tells him that Alisa has made great strides in the study of chemistry and in a year will receive an academic degree, which will allow her to work in all prestigious universities in the West. Realizing that this is the only way to return his daughter to her homeland, Vyazemsky asks the directorate of the university, where the Bestuzhev Courses are held, to amend the charter, thanks to which from now on women will be able to head the department. A year later, he watches Alisa teach a chemistry lesson in a class. The film ends with a scene in which Alisa, Matvey and their little son Petya, named after his late paternal grandfather, are ice skating together.[15]"""
1133,Chernobyl: Abyss,https://en.wikipedia.org/wiki/Chernobyl:_Abyss,"The year is 1986, and 30-year old Pripyat firefighter Alexey Karpushin has begun to reconnect with a former lover, local hairdresser Olga Savostina.  Olga reveals to him that he is the father of her 10-year-old son. Their growing romance falters when Alexey fails to turn up for a picnic with Olga and their son, and Olga tells him never to visit again. Alexey applies to be reassigned to Kyiv for a fresh start and is just about to leave when the explosion at the nearby Chernobyl power plant occurs, and instead, he boards a fire truck heading to reactor number 4. Alexey survives the radiation exposure in the initial fight to control the fire.  As the scale of the disaster becomes apparent, the potential for an even greater catastrophe is identified â€“ a secondary steam explosion of a large water reservoir, which lies beneath the melting reactor, and that would eject enormous quantities of radioactive core material into the upper atmosphere, placing the European continent in danger.  Alexey has prior experience of conducting fire inspections on the corridors that lie underneath nuclear reactors, however, he is reluctant to sign up for what will likely be a suicide mission to manually drain the water reservoir before the reactor collapses into it.  Alexey then learns that his son is now suffering from radiation exposure and is at risk of dying.  He agrees to join the team on the basis that his son will be sent to Switzerland for radiation treatment. After an unsuccessful first attempt, Alexey is convinced by his teammate Valera to make a second attempt to drain the water reservoir.  During the ultimately successful second attempt, Valera is trapped but cuts the connecting rig to enable Alexey to escape without him.  However, Alexey refuses to abandon Valera, and as the water is drained, the rescuers find Alexey in a heavily irradiated state.  He is reunited with Olga in the hospital who embraces him before he dies.  Three months later, his son returns after successful treatment in Switzerland."
1134,Dune,https://en.wikipedia.org/wiki/Dune_(2021_film),"""In the distant future, Duke Leto of House Atreides, ruler of the ocean planet Caladan, is assigned by the Padishah Emperor Shaddam IV of House Corrino to replace House Harkonnen as the fiefholder of Arrakis, a harsh desert planet and the only source of """"spice,"""" a valuable substance that imparts heightened vitality and awareness to its users. It is critical for faster-than-light interstellar travel, as it grants Spacing Guild Navigators the limited prescience needed for safe navigation. Shaddam intends to have House Harkonnen retake the planet with the secret aid of his Sardaukar troops, eradicating House Atreides, whose spreading influence he considers a threat to his power. Leto is reluctant, but sees the advantages of controlling Arrakis and forming an alliance with its native population, skilled fighters known as the Fremen. Leto's concubine, Lady Jessica, is an acolyte of the Bene Gesserit, an exclusive sisterhood whose members possess advanced physical and mental abilities. As part of their centuries-long breeding program, they instructed her to bear a daughter whose son would become the Kwisatz Haderach, a Bene Gesserit and messianic superbeing with the clairvoyance necessary to guide humanity to a better future. However, she disobeyed and bore a son, Paul. Throughout his life he is trained by Leto's aides, Duncan Idaho, Gurney Halleck, Suk doctor Wellington Yueh, and the Mentat Thufir Hawat, while Jessica teaches him Bene Gesserit disciplines. Paul confides in Jessica and Duncan that he is troubled by visions of the future. In response, the Reverend Mother and Imperial Truthsayer Gaius Helen Mohiam visits Caladan and subjects him to a death-alternative test to assess his humanity and impulse control, which he passes. Mohiam insists Baron Vladimir Harkonnen spare Paul and Jessica during his coup, to which he duplicitously agrees. House Atreides arrives at Arrakeen, the fortress stronghold on Arrakis, where Duncan's advance party learned about the planet and Fremen. The natives revere Paul and Jessica, which Jessica explains is due to the Bene Gesserit sowing beliefs on the planet centuries earlier. Leto negotiates with the Fremen's chieftain, Stilgar, and meets planetologist and Imperial Judge of the Change Dr. Liet-Kynes. Kynes informs Leto, Paul, and Halleck of the dangers of spice harvesting, including giant sandworms which travel under the desert. During a flight, they spot a sandworm approaching a spice harvester with a stranded crew, whom they successfully rescue. However, Paul's exposure to the spice outside triggers intense premonitions. After a failed attempt to assassinate Paul, Leto places his soldiers on high alert. Yueh disables Arrakeen's shields and allows Harkonnen and Sardaukar troops to invade Arrakeen. He incapacitates Leto and tells him he made a deal to deliver him to the Baron in exchange for freeing his captive wife. Yueh replaces one of Leto's teeth with a poison gas capsule and is killed after delivering Leto. Leto releases the gas, killing everyone inside, except the Baron. Duncan manages to escape. Harkonnens capture Paul and Jessica, though the latter kill their captors using a Bene Gesserit skill known as """"the Voice"""", a means of controlling others verbally. Stranded in the desert, they spend the night in a tent, where Paul has visions of a """"holy war"""" spreading across the universe in his name. The Baron gives command of Arrakis to his nephew, Rabban, and orders him to restart spice production to recover his costs. Paul and Jessica are found by Duncan and Kynes. They head to an old research station, but are found by the Sardaukar. Paul discloses his plan to marry one of Shaddam's daughters to avert the civil war that would ensue from news of the Emperor's treachery. Duncan sacrifices himself to enable them to escape. They separate, but Kynes is caught and stabbed by Imperial troops, so she summons a sandworm that devours them all. In the deep desert, Paul and Jessica encounter Stilgar's tribe and Chani, the girl in Paul's visions. When Fremen warrior Jamis challenges Stilgar's lenience to them, Paul has to kill him in a ritual duel to the death. Against Jessica's wishes, Paul joins the Fremen to fulfill his father's goal of bringing peace to Arrakis."""
1135,Edge of the World,https://en.wikipedia.org/wiki/Edge_of_the_World_(2021_film),"The film is based on the true story of the Rajah of Sarawak, James Brooke, who has been suggested as one of the inspirations for the Rudyard Kipling story The Man Who Would Be King, and Joseph Conrad's novel Lord Jim. Brooke was a former soldier in the Bengal Army who sailed to Borneo which was still under the control of  Bruneian Sultanate in 1839, where he helped the Sultan of Brunei's governor (Pengiran Indera Mahkota, title for the governor) put down a local rebellion and took over as governor of what became the Raj of Sarawak as his own private kingdom. He was knighted by Queen Victoria of the United Kingdom prior to being appointed Governor of the new Crown Colony of Labuan. Brooke's dynasty lasted three generations and spanned a century.[4][5]"
1136,F9,https://en.wikipedia.org/wiki/F9_(film),"""In 1989, Jack Toretto participates in an asphalt late model race on a short track, with his sons  Dominic and Jakob working in the pit crew. Dom argues with rival racer Kenny Linder about his dirty tactics. During the race, Linder's car clips Jack's bumper, causing his car to crash and burn, killing him. A week after, Dom is arrested for beating Linder to near death. While serving his sentence, he recalls that Jakob had worked on their father's car the day he died and concludes that Jakob killed their father. Upon release, Dom confronts and challenges Jakob to a race, forcing him to leave town when he loses. In 2019, two years after the confrontation against cyberterrorist Cipher,[N 1] Dom is retired and raising his son Brian with his wife, Letty Ortiz. Roman Pearce, Tej Parker, and Ramsey arrive with news that, shortly after arresting Cipher, Mr. Nobody's plane was attacked by rogue agents, who abducted Cipher and crashed in Montequinto, South America. Although reluctant at first, Dom agrees to help them after realizing Jakob is involved. Searching the plane, they find part of a device named Project Aries, which can hack into any computer-controlled system. The team is then ambushed by a private army led by Jakob, who steals the device; Michael Stasiak helps Dom's crew escape to their safe house. Dom's sister Mia arrives to help, and Dom reluctantly allows her to join. The team learns that Han Lue is connected to Project Aries, and Letty and Mia go to Tokyo to investigate. Meanwhile, Jakob meets with Otto, his associate and financier. Cipher, who is being held at their base, tells Jakob that the other half of Aries is in Edinburgh. Dom meets his father's former mechanic, Buddy, who took Jakob in after his exile, and learns that Jakob is in London. In Tokyo, Letty and Mia find Han alive, along with his ward, Elle. Roman and Tej recruit Sean Boswell, Twinkie, and Earl Hu, who have been working on a """"rocket car"""". In London, Dom meets Queenie Shaw, who gives him Jakob's location. Dom confronts Otto and Jakob; Otto has Dom arrested, but Leysa, Dom's old friend, rescues him. Tej, Roman, and Ramsey join Dom in Edinburgh, where Jakob is using an electromagnet to steal the other half of the Project Aries device. Tej and Roman find the truck containing the electromagnet; as they fight Otto's men, Ramsey commandeers the truck to chase after Otto. Dom intercepts Jakob and the two fight throughout the city. Before Otto can extract Jakob, Ramsey runs his car off the road and uses the electromagnet to capture Jakob. At the safe house, Han reveals that he was assigned by Mr. Nobody to protect Elle and Project Aries, as Elle's DNA is its biometric activation key. When one of Mr. Nobody's agents, later revealed to be Jakob, went rogue, they used Deckard Shaw to fake Han's death[N 2] and protect Elle. Otto attacks the safehouse and frees Jakob, who reveals to Dom that their father, wanting to escape deep debt, had instructed Jakob to tamper with his car to throw the race. Jakob and Otto kidnap Elle and take the other half of the Project Aries device. Otto launches a satellite into orbit, while Jakob has Elle activate Aries. They begin uploading Aries to the satellite, moving throughout Tbilisi in an armored truck. Dom, Letty, Mia, Ramsey, and Han race to stop the upload. As Mia and Han try to breach the truck, Otto double-crosses Jakob, throwing him off the truck. Dom and Mia save Jakob, and in turn he helps Dom access the truck. Using the rocket car, Tej and Roman enter orbit and destroy the satellite, stopping the upload. Cipher, now working alongside Otto, bombs the truck using a UAV in an attempt to kill Dom, unintentionally killing Otto; Dom uses the ricocheting truck to destroy Cipher's drone. Dom and Mia reconcile with Jakob, and allow him to escape custody in Dom's car. Tej and Roman reach the International Space Station and are safely returned to earth. The team celebrates their success with a barbecue at Dom's house. While preparing to say grace, Brian O'Conner's car arrives in the driveway. In a mid-credits scene, Deckard comes face-to-face with Han, shocked to see him alive."""
